campaign,batch,task,family,category,B,b,p,K,qStates,objectiveKind,constraintFeatures,scope,inputSha256,numAP,positiveTraces,negativeTraces,e4AtlasStatus,e4MacroStatus,activeAnchors,e4MacroExpandedSize,B_over_K,activeAnchors_over_expandedSize,atlasStatus,macroStatus,pairedTranslated,atlasVars,macroVars,atlasClauses,macroClauses,C_V,C_C,atlasWallSec,macroWallSec,atlasModelSha256,macroModelSha256
frozen200,b2,peterson/base/safety1.trace,peterson,required,18,2,0,8,5,MIN_EXPANDED_SIZE,OfficialPeterson;NoSharedLiteralBranches;RequiredProposition(x2);RequiredProposition(x8),7,1709e7620f34798171d9c4be273f0b651842d258231413892bb38ff4073fcffe,15,8,4,SAT,SAT,4,5,2.25,0.8,TRANSLATED_ONLY,TRANSLATED_ONLY,True,2506793,234325,9506786,784597,10.697932358903232,12.116775873473898,14.501379677999466,3.2830926189999445,5ce83e202db28f79a4c3f377dabb5448141abbe7917b1281588099a2b0279c82,8dcccb4ebaaf6adef27d24ae3ae055b751879dc629ff8b6ab17a6ece78737af7
frozen200,b2,peterson/base/safety2.trace,peterson,required,18,2,0,8,5,MIN_EXPANDED_SIZE,OfficialPeterson;NoSharedLiteralBranches;RequiredProposition(x2);RequiredProposition(x8),9,b21ce94b36972a5f84267a7d9097d947b602d808c00f3edd770cae2760b68477,15,8,4,SAT,SAT,4,5,2.25,0.8,TRANSLATED_ONLY,TRANSLATED_ONLY,True,2647292,266262,9996645,885147,9.942432641533527,11.29376815376429,13.898598138000125,3.3838994160005313,1c2d4ae5e92461c92745c0f5737875aea5bf3105aa0cf5da25f86587864fcc49,c5b22f76619454d63724fef1a32d82d8fa75a87fa5dd569e03ad9f839bd24d9b
frozen200,b2,peterson/base/safety3.trace,peterson,required,18,2,0,8,5,MIN_EXPANDED_SIZE,OfficialPeterson;NoSharedLiteralBranches;RequiredProposition(x2);RequiredProposition(x8),9,0db0441662ed7a1303e119dff62fef04069ef455d9900c5d7e04f9e707fee1d1,15,8,4,SAT,SAT,4,5,2.25,0.8,TRANSLATED_ONLY,TRANSLATED_ONLY,True,2647292,272874,9996690,913879,9.701517916694153,10.938745720166455,14.198674117000337,3.533086569000261,94c29cfc9bede2a10cbd0fb9536a53cd0db305b863d4fef108dd03983c9fb977,2ddab9a5e44785e0edcfd4224189c2afc66da2f2d02961dfacb859dfdb3e237f
frozen200,b2,peterson/base/safety4.trace,peterson,required,18,2,0,8,5,MIN_EXPANDED_SIZE,OfficialPeterson;NoSharedLiteralBranches;RequiredProposition(x2);RequiredProposition(x8),7,76decb7b72704df66647a0ae76f100af83031927339299e129b9fa6fad9c4936,15,8,4,SAT,SAT,4,5,2.25,0.8,TRANSLATED_ONLY,TRANSLATED_ONLY,True,2506793,228524,9506711,760585,10.969495545325655,12.49920916136921,14.300985975999538,3.1328256730002977,331bae68a51f4a6141392a952bab472158bba3f09d13189e55f3c4bb3b5e4e70,722403d61cd55cb7169cee9b386f92e49f0a907dec0ef635f5df0c1977296273
frozen200,b2,peterson/base/safety5.trace,peterson,required,18,2,0,8,5,MIN_EXPANDED_SIZE,OfficialPeterson;NoSharedLiteralBranches;RequiredProposition(x2);RequiredProposition(x8),15,f0fd62ae634b43e64719507714c320f5e55b27b6718123ac0ee00880ffe0e576,15,8,4,SAT,SAT,4,5,2.25,0.8,TRANSLATED_ONLY,TRANSLATED_ONLY,True,3132532,265188,11688940,874126,11.812495286362882,13.372145434411058,18.10330969899951,3.734213779000129,5c7e7adf777fab6e738fa8ae11af18df99db67eb74f1d4b8a4ae12b4522874f8,fcaabc817476450f7ccae6026cfd185a8be0aa63140be48301ba51f39728525b
frozen200,b2,peterson/constrained/liveness1.trace,peterson,required,18,2,0,8,10,MIN_EXPANDED_SIZE,OfficialPeterson;NoSharedLiteralBranches;RequiredProposition(x6);RequiredProposition(x2),5,436612e2a9da4c1e24b3c3861fe2635e817a733e1dada8a9af60e3ec8df0b39c,15,8,4,SAT,SAT,4,5,2.25,0.8,TRANSLATED_ONLY,TRANSLATED_ONLY,True,2376919,222802,9053501,741473,10.668301900342009,12.210156000285917,15.053226082000037,4.986317732000316,8bd854fe8e3bfd3411f760a5bb12c556e6c29fb7ca8f4a83e696b7beb2869b7f,10401de83bd01986818f981b12a8079fb46fb5ca1695b4e6a5ed76979d6edd1e
frozen200,b2,peterson/constrained/liveness2.trace,peterson,required,18,2,0,8,10,MIN_EXPANDED_SIZE,OfficialPeterson;NoSharedLiteralBranches;RequiredProposition(x6);RequiredProposition(x2),11,bc6618ef2a01f1246eb8470a660798f236d837c2fb5ff3330399689744559cc4,15,8,4,SAT,SAT,4,5,2.25,0.8,TRANSLATED_ONLY,TRANSLATED_ONLY,True,2799228,361495,10525010,1212232,7.743476396630659,8.682339684152868,19.554843350000738,7.939524928000537,1872b32a5a901773c19d779c8739dade2135d66f8029ba387f8301f36b94fbbb,f65481c6d9e7f36850b1f7e4060cad214de00a13162d9cc3c7629666c18049a1
frozen200,b2,peterson/constrained/liveness3.trace,peterson,required,18,2,0,8,10,MIN_EXPANDED_SIZE,OfficialPeterson;NoSharedLiteralBranches;RequiredProposition(x6);RequiredProposition(x2),11,75f8132730e01d323fc521584e06a256d30e4aa81f5e601ca5443b3acabaf149,15,8,4,SAT,SAT,4,5,2.25,0.8,TRANSLATED_ONLY,TRANSLATED_ONLY,True,2799228,368107,10525055,1240964,7.604386767977789,8.481354011881086,19.05874983100057,7.845954229000199,6cd74e5366e940e137db77c32aceadc5f2baab2a696b5fa92d2dbde28679a235,53b769a5df1fb3498341411bfc2a577da70b9ff017a58ba97b0ae8201c9140e8
frozen200,b2,peterson/constrained/liveness4.trace,peterson,required,18,2,0,8,10,MIN_EXPANDED_SIZE,OfficialPeterson;NoSharedLiteralBranches;RequiredProposition(x6);RequiredProposition(x2),9,c90df4f57b91d92c7f4464050cd924aed3ab91b443d047f740db133d922f5830,15,8,4,SAT,SAT,4,5,2.25,0.8,TRANSLATED_ONLY,TRANSLATED_ONLY,True,2648152,362547,9998267,1220642,7.304299856294494,8.190990478780838,14.454189948000021,7.740327924000667,ea6f277ac0be6d68a9d5877602e4cd776c956140a65c284931b30ade911a5a83,8feecdcd1f111b7655e346389433a938064dfcd9787fa8bbdda0db0b0c6c4c06
frozen200,b2,peterson/constrained/liveness5.trace,peterson,required,18,2,0,8,10,MIN_EXPANDED_SIZE,OfficialPeterson;NoSharedLiteralBranches;RequiredProposition(x6);RequiredProposition(x2),5,da3f05a0aa341b1d6a4c7b55e08647703fb1ebb4bf5bdb903f43f5b09960fb7d,15,8,4,SAT,SAT,4,5,2.25,0.8,TRANSLATED_ONLY,TRANSLATED_ONLY,True,2376919,213496,9053381,703192,11.133318657024018,12.874692829269957,14.506877087999783,5.7368846119998125,18720a751abfb63c39603019ed01d576549ec9523bfdd790d524a69bf0025f73,e7fa6a77b2e9bd104e51574e84887bec51d09b78604b0d07eafc0967560f5fcb
frozen200,b2,peterson/constrained/safety1.trace,peterson,required,18,2,0,8,5,MIN_EXPANDED_SIZE,OfficialPeterson;NoSharedLiteralBranches;RequiredProposition(x2);RequiredProposition(x8),15,a7514721bec1a23c88ece9f6ccc4b2d10a6d40c27cd2e4e1539495b430dd5cac,15,8,4,SAT,SAT,4,5,2.25,0.8,TRANSLATED_ONLY,TRANSLATED_ONLY,True,3132532,280443,11689060,936833,11.169941842014241,12.477207784098127,17.259188587000608,3.9849732980001136,ce3a590a01623b1cde63ec0c3813836845d69129457c82a801cc51239371747b,96af6c79aec325fa83eb2cef0324d30602e303ee4ddb22df8a906973ab0b6f3c
frozen200,b2,peterson/constrained/safety2.trace,peterson,required,18,2,0,8,5,MIN_EXPANDED_SIZE,OfficialPeterson;NoSharedLiteralBranches;RequiredProposition(x2);RequiredProposition(x8),5,3f5bd67ef68b5ef5b325bb31ab60b8ac75627512bbf57c013f975c6e6fc98a67,15,8,4,SAT,SAT,4,5,2.25,0.8,TRANSLATED_ONLY,TRANSLATED_ONLY,True,2376367,154179,9052404,506216,15.41303938928129,17.882492848902444,14.498931463999725,2.6823752520003836,03e2801edc8abd46395afca1af3de2d8418a7ef0288afb934bc579df34e477aa,bb63002fee5fcbd29536393d5cf32de4703da29cc06089ac32019c22852ac1e3
frozen200,b2,peterson/constrained/safety3.trace,peterson,required,18,2,0,8,5,MIN_EXPANDED_SIZE,OfficialPeterson;NoSharedLiteralBranches;RequiredProposition(x2);RequiredProposition(x8),5,6a75feff237f05f0ca5439f9326de8aa1d0571145ffe0ce5d7ffe5379959d7d2,15,8,4,SAT,SAT,4,5,2.25,0.8,TRANSLATED_ONLY,TRANSLATED_ONLY,True,2376367,158208,9052449,523785,15.020523614482201,17.282757238179787,15.002725389999796,2.782357134000449,c9c0ee182a9a4fa18cc4c35a4aa35cbe657ab45b8e883a20655155fba4cddd8e,a364f3f00d9ca86f0a268315f0c8f2d00189d8f63123f76b31603f72966615a1
frozen200,b2,peterson/constrained/safety4.trace,peterson,required,18,2,0,8,5,MIN_EXPANDED_SIZE,OfficialPeterson;NoSharedLiteralBranches;RequiredProposition(x2);RequiredProposition(x8),15,4fefc8d74d8cf3e860693287ea83f2d494c62f417fdc2b40d64b00910affcad5,15,8,4,SAT,SAT,4,5,2.25,0.8,TRANSLATED_ONLY,TRANSLATED_ONLY,True,3132532,273824,11688985,909430,11.439946827159051,12.85308929769196,18.65799049599991,3.58409945800031,196b363ba22c109c5569ac72191d3efdc925af535e13ff041379a1ab094ccfe5,f6ab83393976b0b79622fb5d70a2841607fbef3796bcf802ec1371ba79055a17
frozen200,b2,peterson/constrained/safety5.trace,peterson,required,18,2,0,8,5,MIN_EXPANDED_SIZE,OfficialPeterson;NoSharedLiteralBranches;RequiredProposition(x2);RequiredProposition(x8),5,07ab14efea161edf075647b43b10ed3094c1200b01e9afd2baa374ac8d13c72a,15,8,4,SAT,SAT,4,5,2.25,0.8,TRANSLATED_ONLY,TRANSLATED_ONLY,True,2376367,150709,9052329,492912,15.767916979078887,18.365000243451163,15.10013606100074,2.7320860909994735,285341f82df2969bd1e1038f470a6e472e335adbea31539ae752babb877f6721,c4a47e8fb86cc9ed9031fa0e656e82d0cf3113880a209cc42749a36bc0c90b0a
frozen200,b2,peterson/extra_traces/liveness1.trace,peterson,required,18,2,0,8,6,MIN_EXPANDED_SIZE,OfficialPeterson;NoSharedLiteralBranches;RequiredProposition(x6),7,7eed97d678e572df7daa99fbc1517f81e508f56beed6884b75714a9e28105de0,15,12,4,SAT,SAT,4,5,2.25,0.8,TRANSLATED_ONLY,TRANSLATED_ONLY,True,3315347,299430,12598000,983834,11.072193834953078,12.805005722510097,19.305013002000123,4.034248206000484,44f4fcbb7b79210199e4ccb2c9c5e81dee57fb7f560cf3275de1acb1d7d51f73,942dc65b15056d8d52447e53f9969372cef2e628d9863b6c2596d95c45eeef4a
frozen200,b2,peterson/extra_traces/liveness2.trace,peterson,required,18,2,0,8,6,MIN_EXPANDED_SIZE,OfficialPeterson;NoSharedLiteralBranches;RequiredProposition(x6),11,e98338bab14ea5dea040b72c58025b914786076f578dbd0079e0cae84d36cfa1,15,12,4,SAT,SAT,4,5,2.25,0.8,TRANSLATED_ONLY,TRANSLATED_ONLY,True,3686476,358720,13904260,1187163,10.276750669045494,11.712174318101221,24.216021643000204,4.534979768000085,76e2fdcb5b6da5ba92bc9fdcf3f34b9a4092308a43b231b71286fb6884aa3b7f,11c042eed780a9ffe3e37aa6e4da353b8e8b850b0f98b0161aedfdd0dd56a37f
frozen200,b2,peterson/extra_traces/liveness3.trace,peterson,required,18,2,0,8,6,MIN_EXPANDED_SIZE,OfficialPeterson;NoSharedLiteralBranches;RequiredProposition(x6),7,92c08cb6b10d0d9c517c8acfcba4193a92fd802382d721f79ade0f27a73d17d4,15,12,4,SAT,SAT,4,5,2.25,0.8,TRANSLATED_ONLY,TRANSLATED_ONLY,True,3315347,301063,12598075,991281,11.01213699458253,12.70888375748148,19.5067680559996,4.083887426999354,953b1ae7b718794e0cdd2c8e6c63609cc4316963676e2e3331ff6e8061e1487d,292ff0178a3f04635cba8a5ef35b055bd6d993ac62915daf2f5738e4a92d3a1e
frozen200,b2,peterson/extra_traces/liveness4.trace,peterson,required,18,2,0,8,6,MIN_EXPANDED_SIZE,OfficialPeterson;NoSharedLiteralBranches;RequiredProposition(x6),5,f8f138045b1f9a38d77dff03f46afe71da8fd69753a76d702b83fbc3d4ca9d1e,15,12,4,SAT,SAT,4,5,2.25,0.8,TRANSLATED_ONLY,TRANSLATED_ONLY,True,3148151,209265,12011041,683051,15.043848708575252,17.58439852953879,19.65849683000033,3.58324513900061,0439198d70a07e540c27e87bf07e60ea86a7a56cfd895bebb17d7da8e144daba,fb839044552aa6732d7ed070a22f4ad061b6e9f6d37a166007bf3a8e48abda83
frozen200,b2,peterson/extra_traces/liveness5.trace,peterson,required,18,2,0,8,6,MIN_EXPANDED_SIZE,OfficialPeterson;NoSharedLiteralBranches;RequiredProposition(x6),5,f8f138045b1f9a38d77dff03f46afe71da8fd69753a76d702b83fbc3d4ca9d1e,15,12,4,SAT,SAT,4,5,2.25,0.8,TRANSLATED_ONLY,TRANSLATED_ONLY,True,3148151,209265,12011041,683051,15.043848708575252,17.58439852953879,20.008692076999978,3.834238920999269,0439198d70a07e540c27e87bf07e60ea86a7a56cfd895bebb17d7da8e144daba,fb839044552aa6732d7ed070a22f4ad061b6e9f6d37a166007bf3a8e48abda83
frozen200,b2,peterson/extra_traces/safety1.trace,peterson,required,18,2,0,8,5,MIN_EXPANDED_SIZE,OfficialPeterson;NoSharedLiteralBranches;RequiredProposition(x2);RequiredProposition(x8),5,44374167637fffc7780883ea2ffadc6aa5a9d52993858c67804c85bd46dde8b0,15,12,4,SAT,SAT,4,5,2.25,0.8,TRANSLATED_ONLY,TRANSLATED_ONLY,True,3147599,192242,12009960,623162,16.373107853642804,19.27261290001637,19.805563518999406,3.332841946999906,a08d4a9145ba6f7ec9344f696d5af9bb33d5fd65b62246f4798344d3fb077874,5c8e4d3136bb975e78e1be3f065a782ee6945754d82042fcb894335709d2ec80
frozen200,b2,peterson/extra_traces/safety2.trace,peterson,required,18,2,0,8,5,MIN_EXPANDED_SIZE,OfficialPeterson;NoSharedLiteralBranches;RequiredProposition(x2);RequiredProposition(x8),5,4f391b540bb696c3ae5e5ee890a1981f1ff2bb1e40d069f920a0204c55b962a7,15,12,4,SAT,SAT,4,5,2.25,0.8,TRANSLATED_ONLY,TRANSLATED_ONLY,True,3147599,195842,12009975,638246,16.07213467999714,18.81715670760177,19.459980790000373,3.2835762889999387,a6198fcf11fe51cd140b373cf66a5cf670dedbf2cff6773081c25db41bef516a,143f7b54ab271e26d7f26a9109f92d575a09c4f10156aa1c1410dc15274237c9
frozen200,b2,peterson/extra_traces/safety3.trace,peterson,required,18,2,0,8,5,MIN_EXPANDED_SIZE,OfficialPeterson;NoSharedLiteralBranches;RequiredProposition(x2);RequiredProposition(x8),5,822bbdfec285344d5833e1b0df76f8bed0ca87ac6161f1a8b473902a809aa208,15,12,4,SAT,SAT,4,5,2.25,0.8,TRANSLATED_ONLY,TRANSLATED_ONLY,True,3147599,193429,12010035,628567,16.272632335378873,19.107008481196118,19.907482925000295,3.233618880999529,a5945251dafc80591f22d86aedf23dab3bad08fdaa2cf7a43bd29c3aff1c3201,0548df203d5c9713df72b70c978553e825eda440131e34b1ef5f59867a09eff0
frozen200,b2,peterson/extra_traces/safety4.trace,peterson,required,18,2,0,8,5,MIN_EXPANDED_SIZE,OfficialPeterson;NoSharedLiteralBranches;RequiredProposition(x2);RequiredProposition(x8),5,46ba74a4558a1e88f34b6db010bd7ef7d90143c2746a2ba88f6cf604915d9590,15,12,4,SAT,SAT,4,5,2.25,0.8,TRANSLATED_ONLY,TRANSLATED_ONLY,True,3147599,195905,12009990,638339,16.06696613154335,18.814438722998283,20.55750503099989,3.032500970000001,f21dcec5663d8f0e68c1ed5d36adc8be1429bd87003058e5aa2ca5504cbb4098,266a47202393612f7f4aba433d57c21ed9d6a3c2255fee95427746af24272788
frozen200,b2,peterson/extra_traces/safety5.trace,peterson,required,18,2,0,8,5,MIN_EXPANDED_SIZE,OfficialPeterson;NoSharedLiteralBranches;RequiredProposition(x2);RequiredProposition(x8),11,46ba74a4558a1e88f34b6db010bd7ef7d90143c2746a2ba88f6cf604915d9590,15,12,4,SAT,SAT,4,5,2.25,0.8,TRANSLATED_ONLY,TRANSLATED_ONLY,True,3685438,338709,13902276,1117956,10.880838714058381,12.435441108594613,23.010554002999925,3.7837570659994526,30c7d70cfd0402a5263d8d0fdacfddcb9e98b69cc662d42789b98028539e1f17,8ee3b8c5260265e3c93b6a85ceeaf8ae90cba100a51c12380c0b53a059ba0674
frozen200,b2,robot/RAtrace/final21.trace,robot,repair,2050,2,6,14,2,REPAIR,OfficialRobotRA;Repair;NoDAGReuse;LeftNotEqualRight,11,af03be7fbc2397df523c58e05c2defaa7a4b05c8c6eb92cfb3f3ad1f82887619,3,4,3,SAT,SAT,8,9,146.42857142857142,0.8888888888888888,TRANSLATED_ONLY,TRANSLATED_ONLY,True,1959240,288715,7509240,798583,6.786069307102159,9.40320542761366,9.843979320000471,2.882405285000459,0b6a729465dd80819046adce19093b43dbb48e82a7ec445d9b02a0187e550cc6,ca2a3a7ca0636e157d1f7fd939084d858662cf7d0c0e552107195fdf173de758
frozen200,b2,robot/RAtrace/final22.trace,robot,repair,2050,2,6,14,2,REPAIR,OfficialRobotRA;Repair;NoDAGReuse;LeftNotEqualRight,5,0b9b256621c7879fdcbdecc7088b07bef8c4a9fac018b90a85c5dd4297609f1e,3,4,6,SAT,SAT,8,9,146.42857142857142,0.8888888888888888,TRANSLATED_ONLY,TRANSLATED_ONLY,True,2490275,221361,9599808,588885,11.249836240349474,16.3016684072442,14.900603485999454,2.483560206999755,97fe807cf54ac9d8113c0717b4c74062996e659e87593de1794d5da419f13826,87c836448d2dc02b54a783ce60e2c54056941af72fc345763846da4e9e29ad5e
frozen200,b2,robot/RAtrace/final3.trace,robot,repair,2050,2,6,14,2,REPAIR,OfficialRobotRA;Repair;NoDAGReuse;LeftNotEqualRight,5,d52f92767d36f3d527df04121ba2a665867ed41657526819f79a5e614af31b52,3,2,3,SAT,SAT,8,9,146.42857142857142,0.8888888888888888,TRANSLATED_ONLY,TRANSLATED_ONLY,True,1250070,167456,4814842,451172,7.465065450028664,10.671854636369279,7.1884964150003725,2.1816720619999614,b1cc5f80c8de26d23fe4755c8ef3a3dedafe4cee854b8afd0a2336c85a873d48,f3e0aa50766daa0bf736c4246d9ee26c961843f692caa8fd4430692056bd7038
frozen200,b2,robot/RAtrace/final4.trace,robot,repair,2050,2,6,14,2,REPAIR,OfficialRobotRA;Repair;NoDAGReuse;LeftNotEqualRight,5,a5ae4a200430e6b45dd22294c45e034aa637a3c5381915842e16f9e197ebf3d1,3,3,3,SAT,SAT,8,9,146.42857142857142,0.8888888888888888,TRANSLATED_ONLY,TRANSLATED_ONLY,True,3396799,233333,13226831,634200,14.557730796758282,20.855930305897193,20.059549175999564,2.8324516699995,cf49c770be4920ecf59d97158a7ee2e1ce0d5982f10016ccec176d1aa33e186d,438da23aeca9ef7feabe7aa95c9138ba67b43b90a1f2f8b2469efedebf1ad940
frozen200,b2,robot/RAtrace/final42.trace,robot,repair,2050,2,6,14,2,REPAIR,OfficialRobotRA;Repair;NoDAGReuse;LeftNotEqualRight,5,c410198587a4c3beccbc1659edff2c0ce31d5894807f59174864ec099f479918,3,3,3,SAT,SAT,8,9,146.42857142857142,0.8888888888888888,TRANSLATED_ONLY,TRANSLATED_ONLY,True,1498111,199163,5771897,537776,7.5220347152834615,10.732901802981166,8.64005030899989,2.3315003480001906,238fbe263a552efdc32b1e7bb64d21aeeb02ed2ee6b2eab1452a142b2da366bd,7f12b1180b62dba24d8551b2508b400a828880607f3c544e11abf1924b259cac
frozen200,b2,robot/RAtrace/final43.trace,robot,repair,2050,2,6,14,2,REPAIR,OfficialRobotRA;Repair;NoDAGReuse;LeftNotEqualRight,15,f3abfe251eefe4d2d051eac82b6f9c20ccec52b03eca225b50d950cfc41f3c42,3,3,4,SAT,SAT,8,9,146.42857142857142,0.8888888888888888,TRANSLATED_ONLY,TRANSLATED_ONLY,True,2130028,308891,8141539,856022,6.895726971650194,9.510899252589303,13.146431608000057,2.9822302200000195,808ea72d6489c9e2a033a55161bb75927867c7cc3e9cbd3822a8333d21788b49,db2ce2e172f86f8ad2dd72e65bbdb21df085894bfb5c9781816573a4e0b92eb0
frozen200,b2,robot/RAtrace/final44.trace,robot,repair,2050,2,6,14,2,REPAIR,OfficialRobotRA;Repair;NoDAGReuse;LeftNotEqualRight,5,1b07920e1c3da943d037e93424f5264ce49246d6f0dedbd0e16add04b1619b2e,3,4,3,SAT,SAT,8,9,146.42857142857142,0.8888888888888888,TRANSLATED_ONLY,TRANSLATED_ONLY,True,1746152,230870,6728952,624380,7.563356001212804,10.777013997885902,8.590769517000808,2.482351061999907,1b2ffd98ebf2a3411d9e81efa333b42220e97b58052a28ff0e194b4e2f08a256,368a867cadde87355ec17b26eb5b12922fdd8aa2ac4dfc5c1eacf4f86c7a532d
frozen200,b2,robot/RAtrace/final45.trace,robot,repair,2050,2,6,14,2,REPAIR,OfficialRobotRA;Repair;NoDAGReuse;LeftNotEqualRight,5,1d2034a84262dfb83192aee474f05d2c625c98a90d17797a383715a63f78c1fe,3,4,6,SAT,SAT,8,9,146.42857142857142,0.8888888888888888,TRANSLATED_ONLY,TRANSLATED_ONLY,True,2490275,261053,9599967,703659,9.539346416244976,13.642925053186273,15.299798705000285,2.782427645000098,2f7266c5847b0bc0490bd03ea0054b38248d97bd5e9ae644c3aee2211d6ad0f5,c0be8a55f4dbf04b2d4f4838b35379b7cfaecdee284ab55a67d9bfcb027bd628
frozen200,b2,robot/RAtrace/final46.trace,robot,repair,2050,2,6,14,2,REPAIR,OfficialRobotRA;Repair;NoDAGReuse;LeftNotEqualRight,7,207fa315da07ed9a18322159e205289fa4a931233fb2b6ad76b6094e97d812c9,3,4,9,SAT,SAT,8,9,146.42857142857142,0.8888888888888888,TRANSLATED_ONLY,TRANSLATED_ONLY,True,3347920,375302,12885794,1035324,8.920602608032997,12.446146327140102,17.509331444000054,3.3335952600000383,5c0d0fabcb7cd734d6da4f967dddbde33e39ca68d9fe33589769a774b2434413,9c480cd3e1380cd7e99325760e01d52ca3e62976fbcab1330fdb23cd7a954316
frozen200,b2,robot/RAtrace/final47.trace,robot,repair,2050,2,6,14,2,REPAIR,OfficialRobotRA;Repair;NoDAGReuse;LeftNotEqualRight,15,4ff6be8138b02f068b8dfdc6d6d6c11acc948cd5db92be07ca3bac992328485e,3,4,12,SAT,SAT,8,9,146.42857142857142,0.8888888888888888,TRANSLATED_ONLY,TRANSLATED_ONLY,True,7413085,545314,28603926,1521387,13.59415859486461,18.801216258585093,48.4015936299993,4.234504605999973,47c5b064763329e1ee1794317260609f6dd416ec1f292b2247fab6ac96eb1778,010b52bfdeec556bddfc68153ec3a635e45a9f4a4e04fbdfbc30ac3e2d7aaa4e
frozen200,b2,robot/RRtrace/order.trace,robot,repair,1026,2,5,13,4,REPAIR,OfficialRobotRR;Repair;NoDAGReuse;LeftNotEqualRight,5,8d2432b2486743e83d897ec36aea2cc3fd34384dcb4fa6fba9fe4106670853a1,3,3,3,SAT,SAT,7,9,78.92307692307692,0.7777777777777778,TRANSLATED_ONLY,TRANSLATED_ONLY,True,1490210,159453,5744073,428971,9.345763328378895,13.390352727806775,8.090000539000357,2.332049088000531,a86ea8f57f7afa6e02b4178227c3ce948db7f5f5dbe1722fb2dc9262aba53383,8c58d947f672af07d16e5db83fc782f2756838ff027dde25debce1c34e1fb8c5
frozen200,b2,robot/RRtrace/order1.trace,robot,repair,2050,2,5,13,4,REPAIR,OfficialRobotRR;Repair;NoDAGReuse;LeftNotEqualRight,5,a3abe8fbb73a4ecb60647b73556a968ea82771067cb68363c346c66c539cb423,3,1,3,SAT,SAT,7,9,157.69230769230768,0.7777777777777778,TRANSLATED_ONLY,TRANSLATED_ONLY,True,996109,130063,3837312,352361,7.658665415990712,10.890285814831948,6.438047912000002,2.1811702659997536,541730a0c102f852da565c3e9b15bee8527ea51d2e95d5cf4a1275c70e654a4f,7f36bc656744cf648683b613f5b2fbe4a7c2c078109b8664a2fa9237df35df34
frozen200,b2,robot/RRtrace/order10.trace,robot,repair,2050,2,5,13,4,REPAIR,OfficialRobotRR;Repair;NoDAGReuse;LeftNotEqualRight,11,d3a64270a7ff1cee5aede758295552e7ce71372dfa5e44d2b2d059e5d381baef,3,5,7,SAT,SAT,7,9,157.69230769230768,0.7777777777777778,TRANSLATED_ONLY,TRANSLATED_ONLY,True,5585302,455571,21614938,1274735,12.260003380373202,16.956416823888887,34.831040870000834,3.783459307999692,8c724f4349ff765b8670fabcb81f4538a21e7882c6031bce40719842939711da,3f3ddc753f239458902028e802c6fcbd89a13ce70e08165521698ca8fde8cf0d
frozen200,b2,robot/RRtrace/order2.trace,robot,repair,2050,2,5,13,4,REPAIR,OfficialRobotRR;Repair;NoDAGReuse;LeftNotEqualRight,5,e15fb553ba3dbcd97ba8b963a288ed089576ea6dbe9e43da2e5211fbbdc3cb7b,3,3,3,SAT,SAT,7,9,157.69230769230768,0.7777777777777778,TRANSLATED_ONLY,TRANSLATED_ONLY,True,3386918,216093,13191837,586475,15.673427644578954,22.493434502749476,19.807694871999956,2.6819086499999685,4590673feeb3b06e8beec31ef0d420597202f5539e2bec282ad768facf0ef3ce,c2940f828af59176aeaeaeafbede4e375f82c9c1c48928c3a0e4397e07aa19b4
frozen200,b2,robot/RRtrace/order4.trace,robot,repair,2050,2,5,13,4,REPAIR,OfficialRobotRR;Repair;NoDAGReuse;LeftNotEqualRight,5,ecdb87e848eb2d2b28ac368ff2d59d2674f234bc6bac47938879c4083870627c,3,4,3,SAT,SAT,7,9,157.69230769230768,0.7777777777777778,TRANSLATED_ONLY,TRANSLATED_ONLY,True,1737260,178573,6697468,479581,9.72857038858058,13.965248831792753,9.542629324999325,2.2816769329992894,6d8e55f96fc477a3794fe1d22dbeb87939634b7c1c8263225f5f2520cd6f00a4,08268b1f6b3612c42103c2c8b054cccc99116fd5c5b00bd4bb4017b53134f69c
frozen200,b2,robot/RRtrace/order5.trace,robot,repair,2050,2,5,13,4,REPAIR,OfficialRobotRR;Repair;NoDAGReuse;LeftNotEqualRight,7,6910c58345fa6ec2a989eacc9a6333c5f4ec9b1198d2398d9d4550b1196f6534,3,4,6,SAT,SAT,7,9,157.69230769230768,0.7777777777777778,TRANSLATED_ONLY,TRANSLATED_ONLY,True,2564316,270061,9870517,737251,9.49532142738122,13.388272108142274,15.85543574500025,2.7824924630003807,43c9ff282cc2f7436f8df9d40151ded5bfa010b480b66176494cf0a9f880fbad,55623e7518264b9c307d0bbc5edf423259a8fdef5ef8c160b3c42ea6438c5f2f
frozen200,b2,robot/RRtrace/order6.trace,robot,repair,2050,2,5,13,4,REPAIR,OfficialRobotRR;Repair;NoDAGReuse;LeftNotEqualRight,9,6fa60cb707ea5016a8f17a93532f56a28194e5957c1b9ac3d6518ad16aea2bb5,3,4,3,SAT,SAT,7,9,157.69230769230768,0.7777777777777778,TRANSLATED_ONLY,TRANSLATED_ONLY,True,3172537,370606,12286494,1041410,8.560403771120813,11.797941252724671,20.456559535999986,3.784064933999616,651ed81481af402acff8f736c4ae0c157ed0319a01baeb820171421617fa0cd6,2109f40b91afa587c09bb5cf0a7e15a3cfe2ad81c9d70c32be60642de1d02453
